# META: {"workflow_id": 1, "user_id": 33, "num_abstract": 30, "connector_pattern": "11011100100000011111001001100", "abstract_services": {"a_0": 91, "a_1": 104, "a_2": 114, "a_3": 112, "a_4": 101, "a_5": 91, "a_6": 91, "a_7": 107, "a_8": 113, "a_9": 96, "a_10": 109, "a_11": 88, "a_12": 123, "a_13": 113, "a_14": 94, "a_15": 92, "a_16": 116, "a_17": 115, "a_18": 100, "a_19": 106, "a_20": 90, "a_21": 101, "a_22": 117, "a_23": 94, "a_24": 106, "a_25": 123, "a_26": 103, "a_27": 120, "a_28": 97, "a_29": 120}, "total_latency": 9.323, "total_throughput": 2.012}
abstract_service,concrete_service,latency,throughput
a_0,2939,0.116,25.862
a_0,4874,0.148,27.027
a_0,1293,0.127,440.944
a_0,210,0.824,13.349
a_0,642,0.25,484.0
a_0,293,12.164,0.657
a_0,3739,0.068,44.117
a_0,5048,11.08,0.27
a_0,111,0.18,16.666
a_0,5510,0.251,7.968
a_0,2576,0.308,9.74
a_0,5747,0.331,604.229
a_0,4106,0.102,39.215
a_0,622,0.328,6.097
a_0,1406,0.787,2.541
a_0,3721,0.103,398.058
a_0,4333,0.065,46.153
a_0,345,0.136,51.47
a_0,3313,0.138,28.985
a_0,3422,0.196,15.306
a_0,5262,0.095,31.578
a_0,1423,0.56,7.142
a_0,2797,0.186,21.505
a_0,5293,0.075,40.0
a_0,3221,1.254,3.189
a_0,4602,0.194,10.309
a_0,62,0.496,6.048
a_0,267,0.186,37.634
a_0,119,0.326,30.674
a_0,1398,1.168,5.136
a_0,1092,0.4,50.0
a_0,1949,0.134,22.388
a_0,2235,0.384,7.812
a_0,5095,0.152,13.157
a_0,1800,0.385,10.389
a_0,1963,0.782,89.514
a_0,2344,0.161,86.956
a_0,173,0.471,8.492
a_0,4083,0.075,40.0
a_0,715,0.356,11.235
a_0,5312,0.072,583.333
a_0,4652,0.137,29.197
a_0,2953,0.188,15.957
a_0,1991,0.335,5.97
a_0,5185,0.347,2.881
a_0,4531,0.138,50.724
a_0,5308,0.046,86.956
a_0,4925,0.158,25.316
a_0,5725,3.649,1.37
a_0,3742,0.168,17.857
a_0,2276,0.345,385.507
a_0,2555,0.318,9.433
a_0,1091,0.255,11.764
a_0,4483,0.384,286.458
a_0,974,0.667,10.494
a_0,4519,0.591,79.526
a_0,797,0.549,10.928
a_0,2506,0.28,14.285
a_0,4601,0.038,105.263
a_0,3694,0.104,28.846
a_0,3150,0.598,6.688
a_0,1379,0.986,4.056
a_0,1871,1.091,7.332
a_0,5315,0.38,5.263
a_0,3735,0.095,31.578
a_0,5700,0.045,66.666
a_0,2338,0.154,12.987
a_0,5205,3.349,0.895
a_0,5238,0.294,10.204
a_0,5579,0.447,6.711
a_0,1677,0.486,10.288
a_0,2172,0.143,13.986
a_0,1135,0.156,12.82
a_0,2604,1.68,1.785
a_0,5279,0.144,27.777
a_0,4677,0.203,49.261
a_0,1560,0.659,4.552
a_0,5011,0.044,45.454
a_0,935,0.216,27.777
a_0,3551,0.071,42.253
a_0,4581,0.222,13.513
a_0,2132,0.434,6.912
a_0,4844,0.065,46.153
a_0,1730,0.939,158.679
a_0,152,0.265,11.32
a_0,5615,0.253,7.905
a_0,3088,0.413,4.842
a_0,398,0.201,34.825
a_0,847,1.083,52.631
a_0,2308,0.476,6.302
a_0,3642,0.061,49.18
a_1,3115,2.343,232.607
a_1,932,0.163,24.539
a_1,5427,0.098,20.408
a_1,897,0.257,11.673
a_1,4952,0.054,55.555
a_1,845,1.56,233.974
a_1,984,0.26,11.538
a_1,2823,0.164,24.39
a_1,710,0.495,10.101
a_1,1735,0.709,77.574
a_1,3843,0.04,275.0
a_1,5663,0.074,40.54
a_1,2740,0.158,31.645
a_1,2529,0.476,8.403
a_1,4681,0.131,15.267
a_1,5188,0.347,8.645
a_1,1089,0.115,26.086
a_1,3568,0.067,44.776
a_1,233,12.179,0.656
a_1,1241,0.145,20.689
a_1,5319,0.194,25.773
a_1,3406,0.199,15.075
a_1,4790,0.174,22.988
a_1,2242,0.373,8.042
a_1,5614,0.238,12.605
a_1,3191,0.216,13.888
a_1,2691,0.165,30.303
a_1,4175,0.24,12.5
a_1,1304,0.171,23.391
a_1,3781,0.35,8.571
a_1,2410,0.273,21.978
a_1,80,1.055,37.914
a_1,2446,0.28,10.714
a_1,2273,0.175,11.428
a_1,771,0.725,2.758
a_1,3335,0.126,87.301
a_1,690,0.562,3.558
a_1,1139,0.389,23.136
a_1,4568,0.047,42.553
a_1,113,0.314,15.923
a_1,2809,0.178,28.089
a_1,5118,0.666,3.003
a_1,5748,0.137,14.598
a_1,2012,0.386,10.362
a_1,1108,0.449,8.908
a_1,4364,0.097,41.237
a_1,5077,0.139,14.388
a_1,3334,0.118,25.423
a_1,902,0.61,14.754
a_1,4489,0.409,7.334
a_1,5269,0.134,22.388
a_1,574,0.37,10.81
a_1,5788,0.18,11.111
a_1,2801,0.165,30.303
a_1,5362,0.254,23.622
a_1,12,1.833,28.368
a_1,5282,0.162,24.691
a_1,2267,0.171,11.695
a_1,1323,0.151,26.49
a_1,1179,3.024,269.51
a_1,1375,1.019,8.832
a_1,189,0.572,8.741
a_1,5017,0.162,18.518
a_1,2635,0.248,286.29
a_1,532,0.056,53.571
a_1,1099,0.129,23.255
a_1,3904,0.051,117.647
a_1,4042,0.4,45.0
a_1,1176,0.35,8.571
a_1,1256,0.885,4.519
a_1,3674,0.118,25.423
a_1,159,1.152,2.604
a_1,1444,0.504,3.968
a_1,1687,0.136,36.764
a_1,3639,0.098,30.612
a_1,4345,0.077,38.961
a_1,2240,0.394,7.614
a_1,2058,0.422,7.109
a_1,504,0.192,46.875
a_1,3018,0.472,6.355
a_1,2514,0.417,7.194
a_1,5638,0.044,68.181
a_1,4860,0.142,21.126
a_1,5786,0.087,22.988
a_1,4772,0.137,14.598
a_1,2219,0.276,25.362
a_1,786,0.619,6.462
a_1,518,0.322,6.211
a_1,4649,0.701,8.559
a_1,1654,0.142,35.211
a_1,2545,0.146,20.547
a_1,4365,0.068,44.117
a_1,3533,0.094,31.914
a_1,5434,0.134,37.313
a_1,3812,0.031,64.516
a_1,5302,0.243,8.23
a_1,4407,0.065,46.153
a_1,4740,0.303,105.61
a_1,1482,0.317,34.7
a_1,1867,0.438,4.566
a_1,118,0.306,9.803
a_1,2590,0.569,94.903
a_1,1260,0.153,19.607
a_1,2689,0.171,29.239
a_2,229,0.159,44.025
a_2,3463,0.081,37.037
a_2,1635,0.385,5.194
a_2,1681,0.136,36.764
a_2,5213,1.319,3.032
a_2,43,0.825,2.424
a_2,1810,0.358,11.173
a_2,4742,0.148,13.513
a_2,3229,0.191,20.942
a_2,1208,0.343,29.154
a_2,3535,0.044,68.181
a_2,2974,0.227,13.215
a_2,1599,0.364,8.241
a_2,1433,0.122,16.393
a_2,5374,15.112,0.198
a_2,1817,0.265,7.547
a_2,5497,0.095,21.052
a_2,5124,0.521,3.838
a_2,4985,0.185,16.216
a_2,4057,0.566,339.222
a_2,4821,0.149,13.422
a_2,4099,0.157,229.299
a_2,1788,0.471,10.615
a_2,3028,0.421,204.275
a_2,434,12.577,0.636
a_2,4784,0.645,4.651
a_2,1895,0.57,5.263
a_2,5558,0.405,29.629
a_2,3679,0.082,36.585
a_2,4144,0.14,21.428
a_2,1420,0.511,5.87
a_2,3763,0.018,166.666
a_2,2536,0.145,20.689
a_2,1109,0.456,8.771
a_2,1448,0.415,36.144
a_2,3035,0.122,16.393
a_2,4118,0.129,15.503
a_2,1187,1.843,1.085
a_2,1377,0.58,27.586
a_2,1524,1.165,4.291
a_2,1597,0.481,6.237
a_2,4528,0.071,197.183
a_2,5502,0.268,7.462
a_2,3456,0.171,17.543
a_2,4797,0.216,23.148
a_2,2163,0.346,23.121
a_2,419,0.944,7.415
a_2,5501,0.277,7.22
a_2,3641,0.154,19.48
a_2,995,3.075,108.617
a_2,3099,0.461,138.828
a_2,5166,0.274,7.299
a_2,4221,0.125,32.0
a_2,4612,0.355,8.45
a_2,255,0.659,10.622
a_2,3161,1.074,3.724
a_2,718,1.337,1.495
a_2,4095,0.147,20.408
a_2,5392,0.124,32.258
a_2,820,0.809,7.416
a_2,5538,0.35,20.0
a_2,3809,0.031,129.032
a_2,2868,0.172,29.069
a_2,1898,0.383,7.832
a_2,910,0.299,16.722
a_2,4998,0.039,51.282
a_2,4656,0.111,522.522
a_2,4611,0.16,18.75
a_2,4636,0.268,7.462
a_2,3317,0.176,17.045
a_2,2920,0.168,17.857
a_2,2831,0.165,30.303
a_2,3415,0.139,28.776
a_2,560,0.089,33.707
a_2,2717,0.179,27.932
a_2,1607,0.37,27.027
a_2,333,0.252,27.777
a_2,3854,0.036,83.333
a_2,5353,0.153,19.607
a_2,2134,0.527,5.692
a_2,372,0.198,35.353
a_2,4187,2.813,1.066
a_2,5459,0.292,23.972
a_2,4108,0.079,50.632
a_2,4456,0.063,47.619
a_2,4277,0.28,14.285
a_2,5697,0.199,507.537
a_2,3243,0.898,20.044
a_2,3764,0.103,29.126
a_2,1795,0.354,11.299
a_2,5000,0.245,12.244
a_2,4053,1.127,2.661
a_2,2105,0.784,252.551
a_2,4486,0.107,37.383
a_2,4739,0.11,27.272
a_2,2412,0.138,36.231
a_2,2247,0.394,5.076
a_2,1804,0.357,11.204
a_2,2683,0.756,48.941
a_2,551,0.191,15.706
a_2,2821,0.168,29.761
a_2,2204,0.451,8.869
a_2,5328,0.112,35.714
a_2,4430,0.149,26.845
a_2,2477,0.284,31.69
a_2,5180,0.327,42.813
a_2,4700,0.245,12.244
a_2,4954,0.063,47.619
a_2,5485,0.18,50.0
a_2,1019,0.285,7.017
a_2,1557,0.68,4.411
a_2,3698,0.113,26.548
a_2,3836,0.141,14.184
a_2,1883,3.464,0.577
a_3,2990,6.779,689.334
a_3,1505,0.622,8.038
a_3,896,0.089,33.707
a_3,4924,0.1,20.0
a_3,3133,0.333,6.006
a_3,215,1.319,3.79
a_3,4217,0.085,47.058
