vm_type,a,b,c,d,e,f,g,h,i,j,k,l,<$auc,<$infer_time
1,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,1.735276461
1,0,0,0,0,0,0,0,0,0,0,0,1,0.013333333,1.642453194
1,0,0,0,0,0,0,0,0,0,0,1,0,0.013333333,1.614999771
1,0,0,0,0,0,0,0,0,0,0,1,1,0.013333333,1.644361973
1,0,0,0,0,0,0,0,0,0,1,0,0,0.013333333,1.613605022
1,0,0,0,0,0,0,0,0,0,1,0,1,0.013333333,1.62174058
1,0,0,0,0,0,0,0,0,0,1,1,0,0.013333333,1.660637379
1,0,0,0,0,0,0,0,0,0,1,1,1,0.013333333,1.625839472
1,0,0,0,0,0,0,0,0,1,0,0,0,0.013333333,1.582645893
1,0,0,0,0,0,0,0,0,1,0,0,1,0.013333333,1.591265678
1,0,0,0,0,0,0,0,0,1,0,1,0,0.013333333,1.595624685
1,0,0,0,0,0,0,0,0,1,0,1,1,0.013333333,1.566363811
1,0,0,0,0,0,0,0,0,1,1,0,0,0.013333333,1.638883352
1,0,0,0,0,0,0,0,0,1,1,0,1,0.013333333,1.599532843
1,0,0,0,0,0,0,0,0,1,1,1,0,0.013333333,1.644573927
1,0,0,0,0,0,0,0,0,1,1,1,1,0.013333333,1.62217164
1,0,0,0,0,0,0,0,1,0,0,0,0,0.016666667,1.680723667
1,0,0,0,0,0,0,0,1,0,0,0,1,0.016666667,1.62574625
1,0,0,0,0,0,0,0,1,0,0,1,0,0.016666667,1.597050667
1,0,0,0,0,0,0,0,1,0,0,1,1,0.016666667,1.603614569
1,0,0,0,0,0,0,0,1,0,1,0,0,0.016666667,1.535482645
1,0,0,0,0,0,0,0,1,0,1,0,1,0.016666667,1.54505372
1,0,0,0,0,0,0,0,1,0,1,1,0,0.016666667,1.606767654
1,0,0,0,0,0,0,0,1,0,1,1,1,0.016666667,1.629046679
1,0,0,0,0,0,0,0,1,1,0,0,0,0.016666667,1.580783367
1,0,0,0,0,0,0,0,1,1,0,0,1,0.016666667,1.593100786
1,0,0,0,0,0,0,0,1,1,0,1,0,0.016666667,1.56449604
1,0,0,0,0,0,0,0,1,1,0,1,1,0.016666667,1.55251646
1,0,0,0,0,0,0,0,1,1,1,0,0,0.016666667,1.550907373
1,0,0,0,0,0,0,0,1,1,1,0,1,0.016666667,1.602520227
1,0,0,0,0,0,0,0,1,1,1,1,0,0.016666667,1.617340326
1,0,0,0,0,0,0,0,1,1,1,1,1,0.016666667,1.606660604
1,0,0,0,0,0,0,1,0,0,0,0,0,0.016666667,1.929347277
1,0,0,0,0,0,0,1,0,0,0,0,1,0.016666667,1.862491608
1,0,0,0,0,0,0,1,0,0,0,1,0,0.016666667,1.918831587
1,0,0,0,0,0,0,1,0,0,0,1,1,0.016666667,1.876164913
1,0,0,0,0,0,0,1,0,0,1,0,0,0.016666667,1.993490219
1,0,0,0,0,0,0,1,0,0,1,0,1,0.016666667,2.071267128
1,0,0,0,0,0,0,1,0,0,1,1,0,0.016666667,1.884064674
1,0,0,0,0,0,0,1,0,0,1,1,1,0.016666667,1.897325277
1,0,0,0,0,0,0,1,0,1,0,0,0,0.016666667,1.907670736
1,0,0,0,0,0,0,1,0,1,0,0,1,0.016666667,1.933112621
1,0,0,0,0,0,0,1,0,1,0,1,0,0.016666667,1.986160517
1,0,0,0,0,0,0,1,0,1,0,1,1,0.016666667,1.950335979
1,0,0,0,0,0,0,1,0,1,1,0,0,0.016666667,1.813787699
1,0,0,0,0,0,0,1,0,1,1,0,1,0.016666667,1.927000046
1,0,0,0,0,0,0,1,0,1,1,1,0,0.016666667,1.833579779
1,0,0,0,0,0,0,1,0,1,1,1,1,0.016666667,1.965878725
1,0,0,0,0,0,0,1,1,0,0,0,0,0.016666667,1.924225807
1,0,0,0,0,0,0,1,1,0,0,0,1,0.016666667,1.907251835
1,0,0,0,0,0,0,1,1,0,0,1,0,0.016666667,1.947347403
1,0,0,0,0,0,0,1,1,0,0,1,1,0.016666667,1.883392572
1,0,0,0,0,0,0,1,1,0,1,0,0,0.016666667,1.941529751
1,0,0,0,0,0,0,1,1,0,1,0,1,0.016666667,1.917864799
1,0,0,0,0,0,0,1,1,0,1,1,0,0.016666667,1.89906764
1,0,0,0,0,0,0,1,1,0,1,1,1,0.016666667,1.900504589
1,0,0,0,0,0,0,1,1,1,0,0,0,0.016666667,1.877200842
1,0,0,0,0,0,0,1,1,1,0,0,1,0.016666667,1.906245947
1,0,0,0,0,0,0,1,1,1,0,1,0,0.016666667,1.906562805
1,0,0,0,0,0,0,1,1,1,0,1,1,0.016666667,1.879476309
1,0,0,0,0,0,0,1,1,1,1,0,0,0.016666667,1.911801815
1,0,0,0,0,0,0,1,1,1,1,0,1,0.016666667,1.868115902
1,0,0,0,0,0,0,1,1,1,1,1,0,0.016666667,1.941551447
1,0,0,0,0,0,0,1,1,1,1,1,1,0.016666667,1.852955818
1,0,0,0,0,0,1,0,0,0,0,0,0,0.016666667,5.310382366
1,0,0,0,0,0,1,0,0,0,0,0,1,0.016666667,5.433771849
1,0,0,0,0,0,1,0,0,0,0,1,0,0.016666667,5.41863656
1,0,0,0,0,0,1,0,0,0,0,1,1,0.016666667,5.519981623
1,0,0,0,0,0,1,0,0,0,1,0,0,0.016666667,5.348160267
1,0,0,0,0,0,1,0,0,0,1,0,1,0.016666667,5.362264395
