vm_type,a,b,c,d,e,f,g,h,i,j,k,l,<$auc,<$infer_time
1,0,0,0,0,0,0,0,0,0,0,0,0,0.284313725,0.392682791
1,0,0,0,0,0,0,0,0,0,0,0,1,0.284313725,0.393632412
1,0,0,0,0,0,0,0,0,0,0,1,0,0.284313725,0.393007517
1,0,0,0,0,0,0,0,0,0,0,1,1,0.284313725,0.392010212
1,0,0,0,0,0,0,0,0,0,1,0,0,0.284313725,0.393937349
1,0,0,0,0,0,0,0,0,0,1,0,1,0.284313725,0.390585661
1,0,0,0,0,0,0,0,0,0,1,1,0,0.284313725,0.39274478
1,0,0,0,0,0,0,0,0,0,1,1,1,0.284313725,0.391992807
1,0,0,0,0,0,0,0,0,1,0,0,0,0.284313725,0.393712997
1,0,0,0,0,0,0,0,0,1,0,0,1,0.284313725,0.395234823
1,0,0,0,0,0,0,0,0,1,0,1,0,0.284313725,0.394780636
1,0,0,0,0,0,0,0,0,1,0,1,1,0.284313725,0.390655994
1,0,0,0,0,0,0,0,0,1,1,0,0,0.284313725,0.394733429
1,0,0,0,0,0,0,0,0,1,1,0,1,0.284313725,0.397153616
1,0,0,0,0,0,0,0,0,1,1,1,0,0.284313725,0.392721891
1,0,0,0,0,0,0,0,0,1,1,1,1,0.284313725,0.394923925
1,0,0,0,0,0,0,0,1,0,0,0,0,0.307189542,0.398360729
1,0,0,0,0,0,0,0,1,0,0,0,1,0.307189542,0.394160748
1,0,0,0,0,0,0,0,1,0,0,1,0,0.307189542,0.392799377
1,0,0,0,0,0,0,0,1,0,0,1,1,0.307189542,0.395286083
1,0,0,0,0,0,0,0,1,0,1,0,0,0.307189542,0.393469572
1,0,0,0,0,0,0,0,1,0,1,0,1,0.307189542,0.390770197
1,0,0,0,0,0,0,0,1,0,1,1,0,0.307189542,0.391880751
1,0,0,0,0,0,0,0,1,0,1,1,1,0.307189542,0.390435219
1,0,0,0,0,0,0,0,1,1,0,0,0,0.307189542,0.390343666
1,0,0,0,0,0,0,0,1,1,0,0,1,0.307189542,0.393084049
1,0,0,0,0,0,0,0,1,1,0,1,0,0.307189542,0.391654015
1,0,0,0,0,0,0,0,1,1,0,1,1,0.307189542,0.39307642
1,0,0,0,0,0,0,0,1,1,1,0,0,0.307189542,0.391499996
1,0,0,0,0,0,0,0,1,1,1,0,1,0.307189542,0.392168283
1,0,0,0,0,0,0,0,1,1,1,1,0,0.307189542,0.396361351
1,0,0,0,0,0,0,0,1,1,1,1,1,0.307189542,0.390068531
1,0,0,0,0,0,0,1,0,0,0,0,0,0.300653595,0.458715916
1,0,0,0,0,0,0,1,0,0,0,0,1,0.300653595,0.455290556
1,0,0,0,0,0,0,1,0,0,0,1,0,0.300653595,0.45900321
1,0,0,0,0,0,0,1,0,0,0,1,1,0.300653595,0.455729961
1,0,0,0,0,0,0,1,0,0,1,0,0,0.300653595,0.453994751
1,0,0,0,0,0,0,1,0,0,1,0,1,0.300653595,0.455488443
1,0,0,0,0,0,0,1,0,0,1,1,0,0.300653595,0.454945803
1,0,0,0,0,0,0,1,0,0,1,1,1,0.300653595,0.452059746
1,0,0,0,0,0,0,1,0,1,0,0,0,0.300653595,0.458302498
1,0,0,0,0,0,0,1,0,1,0,0,1,0.300653595,0.458724022
1,0,0,0,0,0,0,1,0,1,0,1,0,0.300653595,0.457602501
1,0,0,0,0,0,0,1,0,1,0,1,1,0.300653595,0.455970526
1,0,0,0,0,0,0,1,0,1,1,0,0,0.300653595,0.494652033
1,0,0,0,0,0,0,1,0,1,1,0,1,0.300653595,0.454728365
1,0,0,0,0,0,0,1,0,1,1,1,0,0.300653595,0.452587366
1,0,0,0,0,0,0,1,0,1,1,1,1,0.300653595,0.460468292
1,0,0,0,0,0,0,1,1,0,0,0,0,0.307189542,0.456264257
1,0,0,0,0,0,0,1,1,0,0,0,1,0.307189542,0.454876184
1,0,0,0,0,0,0,1,1,0,0,1,0,0.307189542,0.45472455
1,0,0,0,0,0,0,1,1,0,0,1,1,0.307189542,0.455384254
1,0,0,0,0,0,0,1,1,0,1,0,0,0.307189542,0.453827858
1,0,0,0,0,0,0,1,1,0,1,0,1,0.307189542,0.456102848
1,0,0,0,0,0,0,1,1,0,1,1,0,0.307189542,0.458848715
1,0,0,0,0,0,0,1,1,0,1,1,1,0.307189542,0.454106808
1,0,0,0,0,0,0,1,1,1,0,0,0,0.307189542,0.454224825
1,0,0,0,0,0,0,1,1,1,0,0,1,0.307189542,0.461606503
1,0,0,0,0,0,0,1,1,1,0,1,0,0.307189542,0.454445839
1,0,0,0,0,0,0,1,1,1,0,1,1,0.307189542,0.451894283
1,0,0,0,0,0,0,1,1,1,1,0,0,0.307189542,0.457382441
1,0,0,0,0,0,0,1,1,1,1,0,1,0.307189542,0.458801746
1,0,0,0,0,0,0,1,1,1,1,1,0,0.307189542,0.457564116
1,0,0,0,0,0,0,1,1,1,1,1,1,0.307189542,0.453985691
1,0,0,0,0,0,1,0,0,0,0,0,0,0.284313725,1.208005905
1,0,0,0,0,0,1,0,0,0,0,0,1,0.284313725,1.203575134
1,0,0,0,0,0,1,0,0,0,0,1,0,0.284313725,1.211910725
1,0,0,0,0,0,1,0,0,0,0,1,1,0.284313725,1.209635973
1,0,0,0,0,0,1,0,0,0,1,0,0,0.284313725,1.206526756
1,0,0,0,0,0,1,0,0,0,1,0,1,0.284313725,1.203582048
1,0,0,0,0,0,1,0,0,0,1,1,0,0.284313725,1.208907127
1,0,0,0,0,0,1,0,0,0,1,1,1,0.284313725,1.210262537
1,0,0,0,0,0,1,0,0,1,0,0,0,0.284313725,1.206889868
1,0,0,0,0,0,1,0,0,1,0,0,1,0.284313725,1.209876776
1,0,0,0,0,0,1,0,0,1,0,1,0,0.284313725,1.209509611
1,0,0,0,0,0,1,0,0,1,0,1,1,0.284313725,1.20558691
1,0,0,0,0,0,1,0,0,1,1,0,0,0.284313725,1.20904851
1,0,0,0,0,0,1,0,0,1,1,0,1,0.284313725,1.206549168
1,0,0,0,0,0,1,0,0,1,1,1,0,0.284313725,1.206160784
1,0,0,0,0,0,1,0,0,1,1,1,1,0.284313725,1.2074821
1,0,0,0,0,0,1,0,1,0,0,0,0,0.284313725,1.205206871
1,0,0,0,0,0,1,0,1,0,0,0,1,0.284313725,1.204035997
1,0,0,0,0,0,1,0,1,0,0,1,0,0.307189542,1.207050085
1,0,0,0,0,0,1,0,1,0,0,1,1,0.307189542,1.202866793
1,0,0,0,0,0,1,0,1,0,1,0,0,0.284313725,1.215607166
1,0,0,0,0,0,1,0,1,0,1,0,1,0.284313725,1.210285664
1,0,0,0,0,0,1,0,1,0,1,1,0,0.284313725,1.209688902
1,0,0,0,0,0,1,0,1,0,1,1,1,0.284313725,1.205761671
1,0,0,0,0,0,1,0,1,1,0,0,0,0.284313725,1.205345631
1,0,0,0,0,0,1,0,1,1,0,0,1,0.284313725,1.210491896
1,0,0,0,0,0,1,0,1,1,0,1,0,0.307189542,1.213860512
1,0,0,0,0,0,1,0,1,1,0,1,1,0.307189542,1.211079121
1,0,0,0,0,0,1,0,1,1,1,0,0,0.284313725,1.200969934
1,0,0,0,0,0,1,0,1,1,1,0,1,0.284313725,1.203035355
1,0,0,0,0,0,1,0,1,1,1,1,0,0.284313725,1.21163249
1,0,0,0,0,0,1,0,1,1,1,1,1,0.284313725,1.218140602
1,0,0,0,0,0,1,1,0,0,0,0,0,0.300653595,1.609522104
1,0,0,0,0,0,1,1,0,0,0,0,1,0.300653595,1.606389761
1,0,0,0,0,0,1,1,0,0,0,1,0,0.300653595,1.603748798
1,0,0,0,0,0,1,1,0,0,0,1,1,0.300653595,1.601201534
1,0,0,0,0,0,1,1,0,0,1,0,0,0.300653595,1.604063511
1,0,0,0,0,0,1,1,0,0,1,0,1,0.300653595,1.610910177
1,0,0,0,0,0,1,1,0,0,1,1,0,0.300653595,1.604943514
1,0,0,0,0,0,1,1,0,0,1,1,1,0.300653595,1.6066854
1,0,0,0,0,0,1,1,0,1,0,0,0,0.300653595,1.612885952
1,0,0,0,0,0,1,1,0,1,0,0,1,0.300653595,1.600928307
1,0,0,0,0,0,1,1,0,1,0,1,0,0.300653595,1.607129097
1,0,0,0,0,0,1,1,0,1,0,1,1,0.300653595,1.603258371
1,0,0,0,0,0,1,1,0,1,1,0,0,0.300653595,1.610229254
1,0,0,0,0,0,1,1,0,1,1,0,1,0.300653595,1.603868246
1,0,0,0,0,0,1,1,0,1,1,1,0,0.300653595,1.607343912
1,0,0,0,0,0,1,1,0,1,1,1,1,0.300653595,1.606794119
1,0,0,0,0,0,1,1,1,0,0,0,0,0.284313725,1.601787567
1,0,0,0,0,0,1,1,1,0,0,0,1,0.284313725,1.598987103
1,0,0,0,0,0,1,1,1,0,0,1,0,0.284313725,1.609401941
1,0,0,0,0,0,1,1,1,0,0,1,1,0.284313725,1.601029396
1,0,0,0,0,0,1,1,1,0,1,0,0,0.284313725,1.603073359
1,0,0,0,0,0,1,1,1,0,1,0,1,0.284313725,1.604164839
1,0,0,0,0,0,1,1,1,0,1,1,0,0.284313725,1.603536844
1,0,0,0,0,0,1,1,1,0,1,1,1,0.284313725,1.602662802
1,0,0,0,0,0,1,1,1,1,0,0,0,0.284313725,1.607242584
1,0,0,0,0,0,1,1,1,1,0,0,1,0.284313725,1.607320547
1,0,0,0,0,0,1,1,1,1,0,1,0,0.284313725,1.606130362
1,0,0,0,0,0,1,1,1,1,0,1,1,0.284313725,1.607073545
1,0,0,0,0,0,1,1,1,1,1,0,0,0.284313725,1.608344316
1,0,0,0,0,0,1,1,1,1,1,0,1,0.284313725,1.602750301
1,0,0,0,0,0,1,1,1,1,1,1,0,0.284313725,1.599368572
1,0,0,0,0,0,1,1,1,1,1,1,1,0.284313725,1.602254868
1,0,0,0,0,1,0,0,0,0,0,0,0,0.300653595,0.457364559
1,0,0,0,0,1,0,0,0,0,0,0,1,0.300653595,0.454937458
